ds,yhat,yhat_lower,yhat_upper,y_x,y_y
2024-11-27,282.6054914022621,145.69479317798002,410.71843477640584,317.7876995916487,317.7876995916487
2024-11-28,304.4942034528453,178.6894261214928,433.2016508074886,380.1593764614253,380.1593764614253
2024-11-29,296.57909184693665,167.52181670500715,431.23044054213915,321.6998161357745,321.6998161357745
2024-11-30,396.4136072641113,264.3094983233691,530.2255825220167,301.1239027502474,301.1239027502474
2024-12-01,243.2446248825246,109.63068838650585,370.6493838227282,181.62810236558556,181.62810236558556
2024-12-02,284.7686392833564,154.86312228650579,421.2341344613964,224.9679807418351,224.9679807418351
2024-12-03,288.3137304886138,152.02424894317477,420.9973464262944,232.6953054160361,232.6953054160361
2024-12-04,274.4890797133757,132.72816680341296,399.9798600956429,232.8962695480673,232.8962695480673
2024-12-05,295.64297183043067,172.31366079366634,419.37259711620203,448.4183370486909,448.4183370486909
2024-12-06,287.25186249324565,146.2378343608516,422.7262757776913,356.42314310406067,356.42314310406067
2024-12-07,234.88051270835922,109.03299130067771,362.81111995885317,419.5458662887291,419.5458662887291
2024-12-08,233.86334140039412,102.90719431364369,353.67052112534026,207.2525279713748,207.2525279713748
2024-12-09,275.8472349798566,144.88974791692004,409.4689758354747,295.8193415521759,295.8193415521759
2024-12-10,280.1854227555484,148.56872653398923,407.9119101351239,232.54177634761626,232.54177634761626
2024-12-11,267.48045448358147,136.14007635421612,390.1792838511626,212.77949524449303,212.77949524449303
2024-12-12,290.0634837759962,156.62671940423309,431.0445573400258,229.34913341839373,229.34913341839373
2024-12-13,283.3836837892062,146.9512310202769,416.70712419225924,268.95159498632734,268.95159498632734
2024-12-14,232.9690392109329,99.27165453729789,364.468046092192,199.09753013398145,199.09753013398145
2024-12-15,234.10864710320425,99.38009860272408,363.1796424786049,213.54353421309278,213.54353421309278
2024-12-16,278.3967387585803,155.64175967772533,412.4579303244155,232.0686649248282,232.0686649248282
2024-12-17,285.1279968520477,149.71493154330528,427.0888312952687,336.0489906321208,336.0489906321208
2024-12-18,274.84216252095473,152.2478922340769,410.6387817367214,224.78805958512623,224.78805958512623
2024-12-19,299.80508893830876,174.45885198152348,433.6593951015491,271.1407404018884,271.1407404018884
2024-12-20,295.4000163037274,163.63836293074624,420.5225094700049,229.26420965310842,229.26420965310842
2024-12-21,247.09025802418083,125.23824323729447,376.8354819257508,203.90634691083574,203.90634691083574
2024-12-22,250.10337522222738,106.32157577025993,385.5783740102463,251.63108168904142,251.63108168904142
2024-12-23,295.97699684025105,163.01729873062385,423.55794008385624,363.03794851616414,363.03794851616414
2024-12-24,303.955806664857,169.4876023451216,430.54792509076907,419.86574522352925,419.86574522352925
2024-12-25,294.5376427991408,156.2532460945082,425.22588924731593,250.2046850377657,250.2046850377657
2024-12-26,319.95582198677215,188.64764610287008,445.99671417973053,287.72768124414705,287.72768124414705
2024-12-27,315.57142601097763,184.70493566658095,453.11736940790365,328.6996145491243,328.6996145491243
2024-12-28,266.8367097398965,143.18105109452117,394.1728359079828,327.1668400292758,327.1668400292758
2024-12-29,268.9796861776587,141.18964487133624,390.2689997588858,306.23597079135436,306.23597079135436
2024-12-30,313.5500330444951,183.09747712804779,443.0423225583019,309.72413026422913,309.72413026422913
2024-12-31,471.8370892381896,335.36387133155023,604.8256878633205,315.20768208104016,315.20768208104016
2025-01-01,308.3091406608608,186.6780031125807,449.53960049055655,231.86810110050655,231.86810110050655
2025-01-02,331.3073802498434,210.01553672869395,463.0913646188438,822.5069177614453,822.5069177614453
2025-01-03,324.2245425222885,199.7713272483448,458.24601967998717,398.2544920330797,398.2544920330797
2025-01-04,272.57316630680714,134.38605322928535,398.54097031183295,207.0084076692488,207.0084076692488
2025-01-05,271.6473240737068,134.93863676058498,394.60124159234954,199.6070007161196,199.6070007161196
2025-01-06,313.06676066210423,178.59288440872754,435.05984655304326,235.3020205608663,235.3020205608663
2025-01-07,316.1717597790829,186.39532281612793,443.55653335180574,245.32721561305047,245.32721561305047
2025-01-08,301.5667439498023,170.4906384259305,434.5585189906923,260.85169302025525,260.85169302025525
2025-01-09,321.59979150120654,191.38957914759888,451.15966411268414,227.84469817502068,227.84469817502068
2025-01-10,311.75188780186664,177.63585616946864,447.33079726225895,242.38150453335402,242.38150453335402
2025-01-11,257.59715704956784,124.57753728942981,395.34476729678386,171.0113196337499,171.0113196337499
2025-01-12,254.48422059437246,126.28197179137224,390.43703451114663,620.2535569230894,620.2535569230894
2025-01-13,294.07891839991873,167.4960100776933,425.0090575253557,236.57176943227827,236.57176943227827
2025-01-14,295.7580023996587,166.77917067092932,423.5763940520077,240.59103613000528,240.59103613000528
2025-01-15,280.1518402886094,155.03579161247424,407.82722093664285,223.335389212295,223.335389212295
2025-01-16,299.6233379980485,157.12962961107812,438.7669593764813,229.61372301934497,229.61372301934497
2025-01-17,289.6569139841913,148.51927497512065,420.1696935437358,251.89381527269182,251.89381527269182
2025-01-18,235.8187780597443,103.061601562643,364.8149126339944,298.38081811601813,298.38081811601813
2025-01-19,233.4386577911011,96.29444282398663,355.9070201327925,308.306936480207,308.306936480207
2025-01-20,274.15319675574545,144.57303610274226,403.8692471832855,223.87440382766198,223.87440382766198
2025-01-21,277.3006118655084,138.19729810579946,406.7343072734204,276.146435279229,276.146435279229
2025-01-22,263.4646186911294,138.9162969898205,396.6802581954685,233.65570750971807,233.65570750971807
2025-01-23,284.95479573050096,158.34599052557851,416.77417985788236,239.101330255765,239.101330255765
2025-01-24,277.1971771749837,145.94965935092418,418.7894662429519,275.0605881575565,275.0605881575565
2025-01-25,225.69627826249274,102.38227756904698,361.64853002585266,183.1525446106765,183.1525446106765
2025-01-26,225.71864400698504,97.79312584714211,359.14283348209545,315.2380746917665,315.2380746917665
2025-01-27,268.83809122986054,134.12685041201968,399.780858265606,322.03489532795214,322.03489532795214
2025-01-28,274.3321765252542,132.92340743533882,390.5470674890219,297.09994740099444,297.09994740099444
2025-01-29,262.7278454120676,129.77987946281053,382.68818354103877,337.5353278791485,337.5353278791485
2025-01-30,286.2833829471215,151.3717777529263,416.904477923777,318.778204712876,318.778204712876
2025-01-31,432.4016583765465,300.21105231116354,558.1724039681111,573.4895641025029,573.4895641025029
2025-02-01,230.48707904126564,91.72882615490462,351.7674009921598,186.69192869730827,186.69192869730827
2025-02-02,231.8425588941945,94.99925460211391,362.9949747112932,190.39905761131305,190.39905761131305
2025-02-03,276.0028924979173,154.30091025647468,407.41693018867943,237.631662406162,237.631662406162
2025-02-04,282.2378069917439,145.51424781149143,414.3765556045963,262.39120876000715,262.39120876000715
2025-02-05,271.0763830521119,145.29477514577536,398.8106658174539,245.4395467687986,245.4395467687986
2025-02-06,294.7887185834701,158.12766008591942,414.6701588502216,267.60804466827443,267.60804466827443
2025-02-07,288.7773384246924,149.81308839638217,417.8845954207306,254.76302517200688,254.76302517200688
2025-02-08,238.53953292695695,114.14339912668747,373.71790573533866,172.59876558519164,172.59876558519164
2025-02-09,239.35071026406433,112.83362257422652,365.61426499958003,280.3783829397707,280.3783829397707
2025-02-10,282.8089419298084,144.1604180481643,413.0053776108203,277.39606588646905,277.39606588646905
2025-02-11,288.23025874678,156.62944426055824,416.1876858937062,219.53153511033628,219.53153511033628
2025-02-12,276.19269169882375,152.42823702624852,427.11933854502774,204.54697973299767,204.54697973299767
2025-02-13,299.0162302173725,163.3909000006256,435.1545886754281,345.3089164392211,345.3089164392211
2025-02-14,292.1525047561176,161.71590623198855,421.64023870125135,384.7128266724663,384.7128266724663
2025-02-15,241.14543067797024,112.0162792244653,367.0924417386411,180.70347014819725,180.70347014819725
2025-02-16,241.31295128530957,109.2558201860074,378.74268072295945,213.94202414046453,213.94202414046453
2025-02-17,284.29010992198386,159.65799432607537,419.084936128702,276.27232818714896,276.27232818714896
2025-02-18,289.4230548104906,167.9479656320759,426.0415798034995,383.61774382374017,383.61774382374017
2025-02-19,277.3120117711251,151.29090865029346,412.5824769053018,353.2856940980352,353.2856940980352
2025-02-20,300.29043141874564,177.6914339656835,437.96040927854466,408.8095954444121,408.8095954444121
2025-02-21,293.81414404625747,159.21680880093962,424.99691009053885,213.8198561712439,213.8198561712439
2025-02-22,243.42177666400684,108.37792503902538,386.89956143853107,182.0661795070109,182.0661795070109
2025-02-23,244.41657850883405,105.14521709042548,366.5927284192138,183.4731652349928,183.4731652349928
2025-02-24,288.40988386030324,153.25597401645743,424.0134765556315,241.89619500716773,241.89619500716773
2025-02-25,294.7158053150706,154.7925009227704,426.5674256904377,233.9288358585359,233.9288358585359
2025-02-26,283.8951729301696,145.59042869380983,415.79170290907217,323.9469699633781,323.9469699633781
2025-02-27,308.23589749986695,180.76444314757825,442.2864607213152,325.6589463229337,325.6589463229337
2025-02-28,455.16480536041746,327.2836454977781,583.1905176000932,556.8631829503138,556.8631829503138
2025-03-01,254.10340402142813,122.76309158152614,385.29350046223647,242.4769030948399,242.4769030948399
2025-03-02,256.3639334220362,122.21439269974293,393.8873701122528,262.462437687796,262.462437687796
2025-03-03,301.48211782622525,165.414884853799,424.1293926113569,508.2141612132689,508.2141612132689
2025-03-04,308.7199180043467,184.55359463400148,445.99983201445843,247.74928904341778,247.74928904341778
2025-03-05,298.58998651681924,170.47135342615545,421.7309055176406,226.16773977866038,226.16773977866038
2025-03-06,323.33770171012236,189.81246744512367,455.8989966933957,269.5564898543676,269.5564898543676
2025-03-07,318.33327468819243,180.19770729450354,459.9047625835286,288.6371327638783,288.6371327638783
2025-03-08,269.0350924824174,130.57974438813744,413.5946619570563,348.76631146527853,348.76631146527853
2025-03-09,270.6743524204083,146.33192316838108,410.8860116826318,187.8460621619307,187.8460621619307
2025-03-10,314.8011281820597,181.49304311181447,446.5042735536594,233.14261137802401,233.14261137802401
2025-03-11,320.681377689556,191.26529062447122,458.2893842095876,665.752134374444,665.752134374444
2025-03-12,308.84283331190176,178.51884124790246,441.92531864204983,237.94765049547019,237.94765049547019
2025-03-13,331.55688800748516,194.82467923081745,467.74772980488893,236.76480732485354,236.76480732485354
2025-03-14,324.23022213866795,195.7009333859826,453.04171173665446,340.8176918046768,340.8176918046768
2025-03-15,272.3673441796197,150.9124258050211,406.6852669237931,231.73378977848907,231.73378977848907
2025-03-16,271.25412010486735,141.64321791125406,405.4757295075887,188.81052198126122,188.81052198126122
2025-03-17,312.50246074090506,184.53699022918107,433.74849535346937,248.71114807952603,248.71114807952603
2025-03-18,315.4457144963065,172.55190545126314,443.6980895558894,380.95213232561576,380.95213232561576
2025-03-19,300.68275051936325,162.2499850982946,444.1079820529768,224.44619369363642,224.44619369363642
2025-03-20,320.5578965160495,183.8959512010355,437.7378521440154,225.77437221435503,225.77437221435503
2025-03-21,310.5505312728629,183.30017124349527,439.1184106331881,301.99863789385694,301.99863789385694
2025-03-22,256.2355633576741,127.86268935221625,391.9589125055147,183.01603409962468,183.01603409962468
2025-03-23,252.96493046544964,121.59653463723716,378.3303819543054,185.7531107460429,185.7531107460429
2025-03-24,292.4103479583109,158.0628027159186,418.3048460007526,306.9008905315637,306.9008905315637
2025-03-25,293.95691118120277,165.4417029575936,426.1665470922013,331.8339842782395,331.8339842782395
2025-03-26,278.2455899709098,154.10563468340297,412.2683741760535,321.15549315709916,321.15549315709916
2025-03-27,297.6518276238681,171.5149591553417,427.5363873559838,687.2175173522478,687.2175173522478
2025-03-28,287.6740855373585,159.3464185722302,407.9173865939402,292.7261102656946,292.7261102656946
2025-03-29,233.89359822794916,99.1661117467418,366.50276890694437,320.9377668353757,320.9377668353757
2025-03-30,231.6554973140945,94.67196874774831,359.58608929356757,324.0857220642685,324.0857220642685
2025-03-31,424.63279767577296,285.3237899090089,566.6996169141756,318.2082316731698,318.2082316731698
2025-04-01,276.1141021952881,144.14571699036784,404.4270064864558,251.51428130880197,251.51428130880197
2025-04-02,262.7593139392694,131.26482984056494,388.1227799882846,238.16500762670324,238.16500762670324
2025-04-03,284.86678995508936,158.01520358873043,414.4361863916597,230.5882821972264,230.5882821972264
2025-04-04,277.86951269551844,147.20174067003867,414.6688818397491,227.75734995740677,227.75734995740677
2025-04-05,227.27525112598033,103.72484191623086,353.22531808881297,191.5541605865002,191.5541605865002
2025-04-06,228.3495783508552,93.59773942059822,350.28505531440476,185.3389183087471,185.3389183087471
2025-04-07,272.6606872987194,155.41050624221128,407.5292835015067,418.99599790521154,418.99599790521154
2025-04-08,279.47555649707795,149.5307300201575,403.7978555719868,221.55930835596016,221.55930835596016
2025-04-09,269.3054373566083,132.73442630948819,397.66954305602326,210.28141217534653,210.28141217534653
2025-04-10,294.3877956122892,171.4768759384509,430.6462562430606,395.4898916451137,395.4898916451137
2025-04-11,290.0784580955012,158.32866085825896,429.8910758274867,232.94121228899004,232.94121228899004
2025-04-12,241.8151315694928,108.3972320005218,367.1180936634684,187.66172699561002,187.66172699561002
2025-04-13,244.8023491064212,104.49023189465592,371.58283116464656,193.5604222819445,193.5604222819445
2025-04-14,290.55798146914367,152.8639289192021,423.37399969737055,227.39146830398596,227.39146830398596
2025-04-15,298.3108174637954,164.2122468994192,426.8882273093181,473.8959253806272,473.8959253806272
2025-04-16,288.5471442592259,153.5396892897238,416.5785408094117,247.67519281538435,247.67519281538435
2025-04-17,313.49342873483045,185.19141130546774,441.61389033271604,226.19930558873625,226.19930558873625
2025-04-18,308.50882918494347,183.01401022450443,433.7691012650745,226.88377693010088,226.88377693010088
2025-04-19,259.0486926656659,123.90292525254496,392.4320807847989,178.7180782801759,178.7180782801759
2025-04-20,260.3490927030652,125.00777458005854,388.37671623933437,244.74546644101042,244.74546644101042
2025-04-21,303.972554889232,168.79234156646805,438.8388880655613,239.85803352898782,239.85803352898782
2025-04-22,309.20449485940696,181.6629668932008,444.5787760902032,240.21789797413763,240.21789797413763
2025-04-23,296.5983301172276,161.59792812092087,432.7466259861913,292.6079105180542,292.6079105180542
2025-04-24,318.4564064014123,182.39182617137305,455.4562693430564,286.73962086343187,286.73962086343187
2025-04-25,310.2205153766632,177.64706439446735,435.2938491002845,593.5988703398859,593.5988703398859
2025-04-26,257.43321327377487,119.5517818669476,383.30356963685887,581.538243346198,581.538243346198
2025-04-27,255.42005450984527,120.72942620072708,383.6697029808628,308.53335798443777,308.53335798443777
2025-04-28,295.83295067400456,177.62899317541005,424.84287348459384,357.01392058823785,357.01392058823785
2025-04-29,298.0442439299233,170.45820395027508,433.2159525014748,323.6845979793722,323.6845979793722
2025-04-30,434.7107711100856,314.0950262200611,559.9527112992913,367.1570568164366,367.1570568164366
2025-05-01,302.1463694187104,176.43200504804065,426.1485602388405,240.58546798968322,240.58546798968322
2025-05-02,291.92291640468414,164.4822394581463,428.6924155221821,219.55302675770142,219.55302675770142
2025-05-03,237.61740592845555,105.76279205838271,369.6354656090053,196.6276755158875,196.6276755158875
2025-05-04,234.5989824257919,107.83272605771975,367.30881836319423,210.18271371920835,210.18271371920835
2025-05-05,274.54992591452026,143.6297528543415,407.3607082082433,337.70253087393183,337.70253087393183
2025-05-06,276.85895835964124,146.18565485134278,409.8873514590457,234.22821522222165,234.22821522222165
2025-05-07,262.1636669981837,140.47271676373072,384.5097585490589,270.2918271881583,270.2918271881583
2025-05-08,282.829256839652,150.75948773908036,418.25597045938247,239.46343490660638,239.46343490660638
2025-05-09,274.3374666725999,152.5315327003537,404.0458696423157,359.3099143755321,359.3099143755321
2025-05-10,222.24689957663426,95.98724107320511,361.9556702084401,187.36811639604733,187.36811639604733
2025-05-11,221.8749064939795,91.24820377844948,355.25728193531995,189.87543974366884,189.87543974366884
2025-05-12,264.8412400530503,133.49726944422065,396.73838729049135,237.35992706663268,237.35992706663268
2025-05-13,270.46305673038813,137.44422849234337,400.5588133464822,229.93282639309163,229.93282639309163
2025-05-14,259.2992649387479,145.22355304220926,387.8212355704924,249.0385760104845,249.0385760104845
2025-05-15,283.6313773327855,147.59724495705942,405.93286682015537,241.4080047782218,241.4080047782218
2025-05-16,278.85464306235787,146.1150714948906,409.70968650159864,228.821716826551,228.821716826551
2025-05-17,230.44064938246473,95.93059719803692,365.79479594246715,181.51585692432417,181.51585692432417
2025-05-18,233.62146893410474,102.41728951854067,364.07045263989454,175.87926227182655,175.87926227182655
2025-05-19,279.9355077236882,149.13553879801765,406.26242445565265,294.79504601768247,294.79504601768247
2025-05-20,288.62457258082395,148.43386735690495,417.9800784982645,268.3170121354151,268.3170121354151
2025-05-21,280.18010026206605,143.7424025922174,408.7638314012362,255.1392266805438,255.1392266805438
2025-05-22,306.82565672068347,174.57259896369925,438.1937071344463,294.71366750456644,294.71366750456644
2025-05-23,303.9094394301646,160.09052348940577,433.4335941315807,278.53373016422483,278.53373016422483
2025-05-24,256.8679376553193,124.87006152109419,380.03449198272943,190.66734503811426,190.66734503811426
2025-05-25,260.91080106532235,125.88129466440645,392.8586295693676,226.43017010833177,226.43017010833177
2025-05-26,307.56705611339,183.50906392916488,443.0684683235303,325.3863126040257,325.3863126040257
2025-05-27,316.08218300547765,180.78900117362062,441.1562029120763,427.52675203364606,427.52675203364606
2025-05-28,306.9639996846697,181.44457965496767,435.45725360095486,997.0960379242916,997.0960379242916
2025-05-29,332.46447587275975,215.69666351384834,468.0199017537011,320.25286977686494,320.25286977686494
2025-05-30,327.97123357757795,189.87740550020007,454.1635886562776,409.9551936987471,409.9551936987471
2025-05-31,430.9911718455981,293.0047393122212,562.9192221462877,404.2156711446291,404.2156711446291
2025-06-01,280.7275539834592,145.84741242656105,418.8731816433257,277.2782887284072,277.2782887284072
2025-06-02,324.8370001113776,189.5765655615857,454.5559626396944,225.55678190532186,225.55678190532186
2025-06-03,330.6121880992174,198.53883247821526,456.3368407651714,235.55426042898847,235.55426042898847
2025-06-04,318.6320260252289,187.35526320813403,449.3296790903984,229.38001099812286,229.38001099812286
2025-06-05,341.2202192106917,215.61092271355454,461.88327456301164,243.50999189744513,243.50999189744513
2025-06-06,333.83479807991785,184.07664604744377,462.3799630833601,227.05927209027672,227.05927209027672
2025-06-07,282.0285997577056,157.81166869233257,415.5885500722519,292.73581657810035,292.73581657810035
2025-06-08,281.1308467987421,158.7695133345773,408.4743263320008,245.51745345131735,245.51745345131735
2025-06-09,322.79005740931154,191.24707076797333,458.90140053130386,258.9356744600334,258.9356744600334
2025-06-10,326.36789403823724,196.2360686715866,462.39104741502257,565.3781146412919,565.3781146412919
2025-06-11,312.48198745253796,178.563511097298,441.39531367727,252.3708798593447,252.3708798593447
2025-06-12,333.48494352161964,199.81098289595298,456.2898392134909,213.646845952342,213.646845952342
2025-06-13,324.85336526923066,201.37403408613616,456.4266980335607,253.23181501737452,253.23181501737452
2025-06-14,272.1481428213465,142.4274100042375,399.904686634656,186.43575865480648,186.43575865480648
2025-06-15,270.69615466129306,137.63709288332976,400.64981625376237,214.22589786956263,214.22589786956263
2025-06-16,312.1336052798031,170.94893494688907,445.39087104530904,488.1303327816531,488.1303327816531
2025-06-17,315.8005879542898,181.404155128243,443.6233922831333,259.4068339499145,259.4068339499145
2025-06-18,302.2848833138404,169.7847098835011,433.80300073307126,274.69439071557116,274.69439071557116
2025-06-19,323.90216709236654,189.0021811250851,454.01484760872694,229.05109834081762,229.05109834081762
2025-06-20,316.08641948661347,180.89346086480109,440.9873198970248,267.85329340656256,267.85329340656256
2025-06-21,264.351743508046,127.48491656505895,400.04502048790687,295.5693992298323,295.5693992298323
2025-06-22,263.97568698193976,137.88390526850262,395.5437313139064,224.08978953751702,224.08978953751702
2025-06-23,306.5442422013395,177.10997836080236,430.4573082147209,719.3767303352835,719.3767303352835
2025-06-24,311.3480604327084,174.96298338104242,441.8810313395732,283.3036679201756,283.3036679201756
2025-06-25,298.9278412952186,173.81910960266083,429.4588642272575,250.83838415181958,250.83838415181958
2025-06-26,321.55602227505307,185.60007050925813,445.2559443031648,309.67220320454084,309.67220320454084
2025-06-27,314.6285165514413,190.97856006550796,455.87390514264814,384.5943675717901,384.5943675717901
2025-06-28,263.6276675430635,143.2024425850475,397.35649478622327,306.0358738635754,306.0358738635754
2025-06-29,263.80648207286765,140.28580529406244,396.2524081856243,396.8499272747732,396.8499272747732
2025-06-30,458.755541175596,331.2012928239714,593.5861211365614,491.2462223489467,491.2462223489467
2025-07-01,311.6933560379186,178.08237380978818,447.90874471524944,250.16064773748894,250.16064773748894
2025-07-02,299.22437692281477,177.40850187044657,435.6774198962005,271.04084825904494,271.04084825904494
2025-07-03,321.60801879630367,190.6037129857031,456.9786297718701,461.08086603321425,461.08086603321425
2025-07-04,314.25622139453844,184.21766801254526,440.1124353334294,224.72303317160527,224.72303317160527
2025-07-05,262.6744719554017,133.32065537659977,396.2114264178297,238.44779925825398,238.44779925825398
2025-07-06,262.1451290657406,135.27057359617115,393.1036958420918,204.66657840253092,204.66657840253092
2025-07-07,304.27197718919314,167.79737597885358,433.24864044586917,239.71761961904485,239.71761961904485
2025-07-08,308.3755687201338,177.08733556442596,434.24080982721307,243.46871804458405,243.46871804458405
2025-07-09,295.0373464495979,167.64032977469114,420.8633625039701,229.56701447051378,229.56701447051378
2025-07-10,316.5797166187521,189.18063572717776,441.8171676062728,333.2468816288284,333.2468816288284
2025-07-11,308.4558762251545,175.2986557697731,450.5709219250042,226.10945352116693,226.10945352116693
2025-07-12,256.21062726983234,124.15856840521757,387.09558242898675,305.6242531109927,305.6242531109927
2025-07-13,255.16231086244207,125.61218784599465,389.6284392070265,196.826433440912,196.826433440912
2025-07-14,296.9460853712514,158.1480116983537,420.5646884628548,431.54214791589123,431.54214791589123
2025-07-15,300.90814606505927,170.25890352572887,431.4703412641007,229.17882237114662,229.17882237114662
2025-07-16,287.6489146223202,166.56075193796414,420.03857214063015,370.6018786551174,370.6018786551174
2025-07-17,309.50239814854257,172.99501272078945,447.1962489859725,242.96735712298016,242.96735712298016
