ds,yhat,yhat_lower,yhat_upper,y,service_tag
12/29/2024,1.364398458,0.03985292,2.539507731,2.155865649,S3
12/30/2024,1.904735061,0.680724085,3.043105965,2.144265273,S3
12/31/2024,2.038052885,0.918435852,3.291581657,1.59436344,S3
1/1/2025,1.567530845,0.486906873,2.696310812,1.534440523,S3
1/2/2025,1.673182089,0.513487594,2.883260586,1.486231769,S3
1/3/2025,1.819116551,0.690623677,3.024789173,1.21491609,S3
1/4/2025,1.367663427,0.175244261,2.55714267,1.027557844,S3
1/5/2025,1.459776865,0.338855429,2.625257768,1.811764806,S3
1/6/2025,1.975531823,0.742760535,3.130125386,1.435639063,S3
1/7/2025,1.791588789,0.568005063,2.954141329,1.438373846,S3
1/8/2025,1.583776819,0.369840804,2.707247196,1.38266943,S3
1/9/2025,1.661051328,0.440371017,2.823914521,1.467537651,S3
1/10/2025,1.778978398,0.589687997,2.96910033,1.659711812,S3
1/11/2025,1.300712519,0.194477511,2.47762968,1.138227705,S3
1/12/2025,1.368004129,0.225001321,2.529535601,2.025848262,S3
1/13/2025,1.861673726,0.706122626,3.018662183,1.318296617,S3
1/14/2025,1.659056216,0.428902176,2.810187144,1.406924078,S3
1/15/2025,1.436565553,0.212936723,2.665794469,2.691038614,S3
1/16/2025,1.503636574,0.291941591,2.58393229,1.532042957,S3
1/17/2025,1.616196241,0.434672417,2.814327581,1.513909884,S3
1/18/2025,1.137631553,-0.020409881,2.257167532,1.157358186,S3
1/19/2025,1.209790772,0.059724851,2.507186807,1.30841783,S3
1/20/2025,1.713454859,0.531608009,3.013253719,1.320173914,S3
1/21/2025,1.52578289,0.459345213,2.727072745,0.965973739,S3
1/22/2025,1.322881444,0.087147499,2.476204934,1.412752286,S3
1/23/2025,1.413754716,0.186424202,2.539650253,1.166160404,S3
1/24/2025,1.553787344,0.454817515,2.801894467,1.457458624,S3
1/25/2025,1.10572688,-0.129228796,2.272631962,0.995271408,S3
1/26/2025,1.210702114,0.141385354,2.401198212,1.658394704,S3
1/27/2025,1.748713718,0.487504429,2.917987878,1.896037616,S3
1/28/2025,1.596100396,0.470045594,2.788744103,1.891234151,S3
1/29/2025,1.428129989,0.230759233,2.548556453,1.834667703,S3
1/30/2025,1.552971685,0.326877375,2.719438419,2.205041822,S3
1/31/2025,2.015825127,0.80998694,3.298400311,3.378682355,S3
2/1/2025,1.306801925,0.219498512,2.487241725,1.085220999,S3
2/2/2025,1.438207684,0.214477171,2.54720663,1.193873268,S3
2/3/2025,1.998806394,0.737751942,3.131343621,1.48280883,S3
2/4/2025,1.86442399,0.735960775,3.115473727,1.478201469,S3
2/5/2025,1.709927667,0.544308271,2.874176673,1.384434143,S3
2/6/2025,1.843207631,0.678936706,3.086678451,1.503311766,S3
2/7/2025,2.018687985,0.796747704,3.135992507,1.132935283,S3
2/8/2025,1.59833299,0.444156868,2.767643624,3.129945081,S3
2/9/2025,1.722684285,0.563203491,2.933049697,1.237846619,S3
2/10/2025,2.27136505,1.123288377,3.457127747,1.452109376,S3
2/11/2025,2.120553999,0.94506707,3.370914795,1.384865741,S3
2/12/2025,1.945578469,0.65462321,3.096440509,1.600172895,S3
2/13/2025,2.054882768,0.879545225,3.243631202,1.365946358,S3
2/14/2025,2.203523316,0.953933478,3.35880863,1.549382761,S3
2/15/2025,1.754157231,0.562639828,2.89726238,1.251387371,S3
2/16/2025,1.848060462,0.654479984,3.05347798,1.133025886,S3
2/17/2025,2.365611995,1.23508001,3.505342801,10.20346952,S3
2/18/2025,2.183747556,1.029300257,3.420113004,1.46478104,S3
2/19/2025,1.978532639,0.736456028,3.18774677,1.353851077,S3
2/20/2025,2.059111563,0.874676852,3.237500331,1.518539452,S3
2/21/2025,2.181184619,0.987936027,3.348648858,1.533625395,S3
2/22/2025,1.707980407,0.589509118,2.880278287,1.146552319,S3
2/23/2025,1.781259924,0.644938869,2.956802368,1.212509948,S3
2/24/2025,2.281789244,1.143663871,3.401024141,3.332792399,S3
2/25/2025,2.086784525,0.843133906,3.253764139,1.507443142,S3
2/26/2025,1.872479353,0.720745465,3.067334007,2.136365772,S3
2/27/2025,1.948071266,0.751777939,3.141628078,1.773123996,S3
2/28/2025,2.359823902,1.290787941,3.52113261,1.65385282,S3
3/1/2025,1.598921061,0.447481922,2.778359074,1.134797677,S3
3/2/2025,1.678721476,0.515717371,2.900964085,1.295636046,S3
3/3/2025,2.188996883,0.958174325,3.357114651,1.480508675,S3
3/4/2025,2.006510881,0.862643619,3.112169882,1.521770944,S3
3/5/2025,1.806975789,0.549274393,2.922019793,1.238757852,S3
3/6/2025,1.899014752,0.751657235,3.19908833,4.402056903,S3
3/7/2025,2.037656288,0.85126302,3.249477934,1.277018867,S3
3/8/2025,1.585327879,0.412318366,2.782363409,1.286502743,S3
3/9/2025,1.682884504,0.473590999,2.768434898,1.037219803,S3
3/10/2025,2.210108246,0.929519517,3.38442765,7.198898908,S3
3/11/2025,2.043181944,0.85406121,3.224444954,2.055798005,S3
3/12/2025,1.857286079,0.645446542,3.117096139,1.39609451,S3
3/13/2025,1.960574916,0.750004518,3.164032259,1.422035949,S3
3/14/2025,2.107683154,0.962239358,3.281975253,1.330951343,S3
3/15/2025,1.660729374,0.542629835,2.871519816,1.096937039,S3
3/16/2025,1.760351944,0.564923064,2.955913053,1.359681189,S3
3/17/2025,2.286213372,1.142752932,3.486493978,1.508569113,S3
3/18/2025,2.114475975,0.989248485,3.243450908,1.280297912,S3
3/19/2025,1.920398055,0.779459084,3.060749663,1.409617437,S3
3/20/2025,2.012306658,0.74918443,3.180496765,1.153177325,S3
3/21/2025,2.145098322,1.022141479,3.321963435,5.928984414,S3
3/22/2025,1.681234299,0.503183753,2.842002045,1.093651968,S3
3/23/2025,1.761766185,0.621950735,3.011729277,1.257932941,S3
3/24/2025,2.266828257,1.048920143,3.454075607,1.334738968,S3
3/25/2025,2.073099752,0.975701624,3.251863196,1.533087409,S3
3/26/2025,1.856386666,0.67609851,3.026362261,3.856835609,S3
3/27/2025,1.925579564,0.770246196,3.095785945,1.872462489,S3
3/28/2025,2.036139215,0.962434338,3.242346261,1.857059754,S3
3/29/2025,1.55107696,0.328679814,2.7357882,1.951061619,S3
3/30/2025,1.611966132,0.472658152,2.655233174,2.135826059,S3
3/31/2025,2.390045618,1.270731651,3.557149253,1.923549858,S3
4/1/2025,1.890548299,0.808081077,3.02409063,1.683239814,S3
4/2/2025,1.661516684,0.473318935,2.809861941,1.411729478,S3
4/3/2025,1.721508407,0.559375337,2.937949935,1.682548163,S3
4/4/2025,1.826197626,0.70702876,3.053060371,1.382711383,S3
4/5/2025,1.338726939,0.168180861,2.526336524,1.073231833,S3
4/6/2025,1.400716981,0.268484893,2.528640589,1.657065323,S3
4/7/2025,1.892745988,0.754745093,3.091964591,1.433359232,S3
4/8/2025,1.691802811,0.559050546,2.901303253,1.438122173,S3
4/9/2025,1.473863134,0.339179192,2.567652529,1.705262923,S3
4/10/2025,1.547845435,0.396572583,2.686869085,1.335308305,S3
4/11/2025,1.669098462,0.476536426,2.82639725,1.435898345,S3
4/12/2025,1.200386987,-0.020172256,2.369828717,0.938223617,S3
4/13/2025,1.282911924,0.119755922,2.353198164,3.245022649,S3
4/14/2025,1.796801162,0.618075629,2.977210862,1.668436715,S3
4/15/2025,1.618574285,0.468649437,2.851629437,1.523266448,S3
4/16/2025,1.423730599,0.228283524,2.552587795,1.45125665,S3
4/17/2025,1.520716692,0.364353317,2.648109068,1.477109971,S3
4/18/2025,1.664424986,0.514006503,2.894879315,2.364823169,S3
4/19/2025,1.217189794,0.027172271,2.382004487,1.252643653,S3
4/20/2025,1.31981668,0.15853272,2.573695017,1.017353827,S3
4/21/2025,1.852081319,0.670507291,3.031448746,1.522228198,S3
4/22/2025,1.690200819,0.561384646,2.946258142,1.557408891,S3
4/23/2025,1.509426833,0.365163042,2.717542046,1.268282719,S3
4/24/2025,1.618016613,0.419415217,2.783050427,1.383440094,S3
4/25/2025,1.770733448,0.507767517,3.039490607,1.299724534,S3
4/26/2025,1.329842993,0.116031244,2.498103945,2.1467101,S3
4/27/2025,1.436141411,0.225122405,2.656316397,1.807907403,S3
4/28/2025,1.969451582,0.773792554,3.191890125,1.851574298,S3
4/29/2025,1.806090514,0.591286304,2.885080585,1.574823773,S3
4/30/2025,1.912081851,0.74871139,3.034137908,2.041112057,S3
5/1/2025,1.72399902,0.593001324,2.870634727,1.73124278,S3
5/2/2025,1.868703096,0.697756862,3.102977123,2.042927735,S3
5/3/2025,1.418088071,0.190707069,2.532238207,1.190374608,S3
5/4/2025,1.513223712,0.343365365,2.607746176,1.293846553,S3
5/5/2025,2.034220053,0.883507124,3.205128249,1.431278669,S3
5/6/2025,1.857687679,0.718448475,3.039547144,1.55092142,S3
5/7/2025,1.659319062,0.455999424,2.733518923,1.581089414,S3
5/8/2025,1.747847476,0.532109482,2.915802134,1.491561542,S3
5/9/2025,1.878535271,0.705385099,3.065439141,1.80657559,S3
5/10/2025,1.414158354,0.172164099,2.511112434,1.196592829,S3
5/11/2025,1.49602307,0.287098883,2.601894709,1.079584786,S3
5/12/2025,2.004452017,0.90347914,3.189140291,1.520564552,S3
5/13/2025,1.816242126,0.646704664,3.00943529,6.429639587,S3
5/14/2025,1.607244671,0.436975063,2.854452698,1.085171044,S3
5/15/2025,1.686323672,0.455502372,2.856548496,1.393702239,S3
5/16/2025,1.808844385,0.651577315,3.032708725,1.752845921,S3
5/17/2025,1.337658653,0.185881328,2.538876166,1.157183957,S3
5/18/2025,1.414123187,0.186692625,2.56554345,0.990669279,S3
5/19/2025,1.918587186,0.675365868,3.136191637,1.306208446,S3
5/20/2025,1.727852519,0.493234636,2.910557457,2.0263859,S3
5/21/2025,1.517755991,0.339318171,2.738723864,1.351116827,S3
5/22/2025,1.597130041,0.384111054,2.727752958,1.234476277,S3
5/23/2025,1.721293471,0.492980319,2.926952916,1.443577779,S3
5/24/2025,1.253038875,0.120197832,2.486132112,1.065769554,S3
5/25/2025,1.33365276,0.109650521,2.513918267,1.22035697,S3
5/26/2025,1.843404723,0.569564613,3.072501222,1.895865865,S3
5/27/2025,1.659008873,0.477481104,2.889384606,2.116025563,S3
5/28/2025,1.456207013,0.24195086,2.624136169,1.808184011,S3
5/29/2025,1.543729934,0.456019474,2.71224706,1.953117012,S3
5/30/2025,1.676788482,0.545608355,2.822241185,1.892733002,S3
5/31/2025,1.508685485,0.421249529,2.712877565,1.894569422,S3
6/1/2025,1.308713834,0.192153763,2.454310454,0.934592846,S3
6/2/2025,1.828889572,0.723486541,3.064416948,1.389904957,S3
6/3/2025,1.655169222,0.498890663,2.846522444,1.377754509,S3
6/4/2025,1.463155018,0.215899012,2.700467617,1.460246451,S3
6/5/2025,1.561432061,0.382451591,2.73977134,1.482950188,S3
6/6/2025,1.705059936,0.497791313,2.80138156,1.243057949,S3
6/7/2025,1.256561177,0.061587425,2.437578074,1.276380374,S3
6/8/2025,1.35694271,0.19437745,2.553282194,1.208803276,S3
6/9/2025,1.88618676,0.698953015,3.046597957,1.287315404,S3
6/10/2025,1.720714504,0.626548997,2.927967738,1.612548838,S3
6/11/2025,1.535972091,0.29957241,2.670025071,1.434113129,S3
6/12/2025,1.640395425,0.547086743,2.813160317,1.416039149,S3
6/13/2025,1.788905386,0.600203393,2.960028259,4.368704749,S3
6/14/2025,1.343900183,0.174089455,2.504587363,1.1427569,S3
6/15/2025,1.446280883,0.269943327,2.60822818,1.286410708,S3
6/16/2025,1.97594642,0.824457196,3.125010416,1.468710313,S3
6/17/2025,1.809261282,0.624878518,2.960557005,1.420123095,S3
6/18/2025,1.621645279,0.451854367,2.781707145,1.46169381,S3
6/19/2025,1.721541667,0.570174734,2.91938234,3.271277103,S3
6/20/2025,1.863915116,0.696498874,3.007777941,1.580484236,S3
6/21/2025,1.411246069,0.167493358,2.461973157,1.086621782,S3
6/22/2025,1.504557377,0.319421648,2.683483796,1.169116579,S3
6/23/2025,2.023909411,0.81654255,3.233703661,1.371748591,S3
6/24/2025,1.845866729,0.819173696,3.119674164,1.382806622,S3
6/25/2025,1.646085637,0.386678536,2.845641657,2.014591017,S3
6/26/2025,1.733278896,0.521094748,2.845500669,1.930355265,S3
6/27/2025,1.862709042,0.672646994,2.972651374,2.184042777,S3
6/28/2025,1.397176939,0.215668066,2.635070404,2.079771714,S3
6/29/2025,1.478041511,0.259599263,2.64101784,2.086505682,S3
6/30/2025,2.276331409,1.033909826,3.439947049,2.399019479,S3
7/1/2025,1.797081006,0.529447447,2.910035157,1.442904144,S3
7/2/2025,1.588152761,0.316706959,2.690007916,1.489930788,S3
7/3/2025,1.667948306,0.513365389,2.817206251,1.585831723,S3
7/4/2025,1.792014108,0.560384583,3.05738524,1.303746652,S3
7/5/2025,1.323396132,0.126616817,2.541408943,1.336821874,S3
7/6/2025,1.40365057,0.325743678,2.579341608,1.126828188,S3
7/7/2025,1.913322877,0.723978777,3.043671107,1.276404186,S3
7/8/2025,1.729398623,0.526410513,2.873553907,1.336092152,S3
7/9/2025,1.527876005,0.292269313,2.600242191,1.354631369,S3
7/10/2025,1.617716718,0.476361082,2.764359164,3.54126157,S3
7/11/2025,1.754327172,0.568392776,2.904524681,1.382002907,S3
7/12/2025,1.300537079,0.209353822,2.556839739,1.086459606,S3
7/13/2025,1.397611809,0.146625445,2.499529371,1.283371063,S3
7/14/2025,1.925735206,0.770842143,3.094172632,1.705229568,S3
7/15/2025,1.761466386,0.556732336,2.858386699,1.156262552,S3
7/16/2025,1.580320311,0.340424594,2.669131972,1.417600323,S3
7/17/2025,1.690728715,0.506212663,2.894141413,1.647701504,S3
7/18/2025,1.847533176,0.56454906,2.949213602,1.664121947,S3
7/19/2025,1.412977137,0.284576922,2.540048966,1.167750746,S3
7/20/2025,1.527732959,0.374651107,2.736740846,1.202314631,S3
7/21/2025,2.071400352,0.955222216,3.211617749,1.477569183,S3
7/22/2025,1.919979325,0.677113891,3.067734036,1.540968091,S3
7/23/2025,1.748467011,0.545250533,2.886593509,2.832494957,S3
7/24/2025,1.864834508,0.663441252,3.043902165,1.357251523,S3
7/25/2025,2.023535089,0.941435586,3.242922736,7.067942184,S3
7/26/2025,1.586510111,0.450869425,2.748726389,1.894442466,S3
7/27/2025,1.694228287,0.546175862,2.942266407,1.877066849,S3
7/28/2025,2.226194268,1.126651732,3.311995117,1.564821726,S3
7/29/2025,2.058429295,0.914152859,3.295243723,1.849322591,S3
7/30/2025,1.866072983,0.706564153,3.020876125,1.891083835,S3
7/31/2025,2.247986532,1.028880891,3.46040775,1.922323724,S3
8/1/2025,2.087137717,0.830069637,3.223097855,1.225648966,S3
8/2/2025,1.617846353,0.426736089,2.753319328,1.189007268,S3
8/3/2025,1.690571812,0.416877226,2.790799176,0.987947801,S3
8/4/2025,2.185532683,1.018932126,3.309678153,1.439327511,S3
8/5/2025,1.97954908,0.866971036,3.107798847,1.722673391,S3
8/6/2025,1.748627708,0.497059983,2.895223415,1.498666425,S3
8/7/2025,1.801921534,0.586470668,2.947562419,1.323744945,S3
8/8/2025,1.895215634,0.738538122,3.076007957,1.491852062,S3
8/9/2025,1.39190596,0.211741267,2.485355062,1.261468707,S3
8/10/2025,1.434007205,0.173466677,2.626103734,3.410499501,S3
8/11/2025,1.902626372,0.713878115,3.073744069,1.203927797,S3
8/12/2025,1.6754056,0.430388537,2.884544134,1.25468743,S3
8/13/2025,1.429084178,0.351217441,2.571574635,1.779214069,S3
8/14/2025,1.4734366,0.325965252,2.608532022,1.544861525,S3
8/15/2025,1.564738839,0.438907934,2.808794532,1.562200092,S3
8/16/2025,1.066730154,-0.004107689,2.249575205,1.047009982,S3
8/17/2025,1.1216071,-0.031914856,2.419743,1.092177777,S3
8/18/2025,1.610486817,0.407062508,2.814343413,1.447232576,S3
8/19/2025,1.410843491,0.211768808,2.597171417,1.758725647,S3
8/20/2025,1.199068197,0.037046612,2.352792129,1.286532902,S3
8/21/2025,1.284409154,0.228047363,2.472090789,1.478803255,S3
8/22/2025,1.422444618,0.28880197,2.509986154,1.51963842,S3
8/23/2025,0.976055683,-0.206081068,2.102947846,1.175040454,S3
8/24/2025,1.086435504,-0.059236398,2.238295787,1.047420898,S3
8/25/2025,1.633571722,0.439199674,2.836113461,1.467171131,S3
8/26/2025,1.49370562,0.298513126,2.731749117,2.171016918,S3
8/27/2025,1.341917739,0.116071543,2.50531301,2.007569759,S3
8/28/2025,1.486096401,0.333529035,2.713343273,1.912355425,S3
8/29/2025,1.680440743,0.557187936,2.894189216,1.706405856,S3
8/30/2025,1.28646481,0.081116188,2.450039667,2.135830052,S3
8/31/2025,1.73466289,0.621458712,2.956199818,2.320137752,S3
9/1/2025,2.031901289,0.848231196,3.220154451,1.354888272,S3
9/2/2025,1.925151735,0.807828886,3.119737152,1.44967107,S3
9/3/2025,1.797861324,0.663754612,3.027859659,1.703273083,S3
9/4/2025,1.957068788,0.820034595,3.108469191,1.798023836,S3
9/5/2025,2.1563056,0.96005913,3.375541315,1.495010533,S3
9/6/2025,1.756618656,0.564689997,2.949108217,1.147253405,S3
9/7/2025,1.897625432,0.688537852,3.113288955,0.951307141,S3
9/8/2025,2.4580372,1.382321569,3.647809031,1.525905402,S3
9/9/2025,2.313152777,1.126665895,3.496679779,1.329315005,S3
9/10/2025,2.137471605,0.929218108,3.283808445,1.400927214,S3
9/11/2025,2.238681849,1.170848984,3.415972751,1.487188814,S3
9/12/2025,2.371174549,1.204958728,3.553179388,1.589153599,S3
9/13/2025,1.897049978,0.683198723,3.131539332,1.243827883,S3
9/14/2025,1.95715185,0.710691555,3.126207505,1.166298571,S3
9/15/2025,2.431565426,1.170688465,3.636072324,8.39375602,S3
9/16/2025,2.197082565,1.048312681,3.395763904,5.765468301,S3
9/17/2025,1.929783182,0.801231047,3.192041587,1.361822977,S3
9/18/2025,1.938989531,0.756015363,3.0485548,1.607011503,S3
9/19/2025,1.980745157,0.799864115,3.157796121,1.399251773,S3
9/20/2025,1.41878551,0.291568297,2.574795478,1.093218604,S3
9/21/2025,1.395536701,0.224438745,2.551258013,1.179000713,S3
9/22/2025,1.792579322,0.589064157,2.954470685,1.481582972,S3
9/23/2025,1.488081178,0.251759288,2.610147918,1.465742406,S3
9/24/2025,1.159349185,-0.053587999,2.429625805,0.496314569,S3
9/25/2025,1.116757559,-0.013297555,2.258482381,,S3
9/26/2025,1.117204761,-0.021187529,2.303864836,,S3
9/27/2025,0.525066709,-0.539227144,1.747193047,,S3
9/28/2025,0.483183165,-0.690942782,1.561336836,,S3
9/29/2025,0.873314479,-0.25214334,2.03683412,,S3
9/30/2025,0.864197099,-0.25921294,2.031567342,,S3
10/1/2025,0.260977309,-0.97633597,1.407757054,,S3
10/2/2025,0.245392624,-0.84472726,1.488203134,,S3
10/3/2025,0.282998994,-0.881146717,1.509209681,,S3
10/4/2025,-0.262734996,-1.474579034,0.896892009,,S3
10/5/2025,-0.250042955,-1.416000738,1.015987191,,S3
10/6/2025,0.201622844,-0.970992119,1.440530098,,S3
10/7/2025,-0.030947722,-1.156695636,1.149059219,,S3
10/8/2025,-0.272135037,-1.4384533,0.901552857,,S3
10/9/2025,-0.21351916,-1.430515996,1.027207479,,S3
10/10/2025,-0.100374904,-1.198468597,1.053286233,,S3
10/11/2025,-0.570666269,-1.691408361,0.602759543,,S3
10/12/2025,-0.484004665,-1.675862195,0.622837649,,S3
10/13/2025,0.038864884,-1.101013626,1.115786111,,S3
10/14/2025,-0.126447876,-1.299273542,1.046209966,,S3
10/15/2025,-0.3053666,-1.581231891,0.865483514,,S3
10/16/2025,-0.190357425,-1.344429437,0.970737527,,S3
10/17/2025,-0.027408071,-1.247037264,1.201104456,,S3
10/18/2025,-0.455010992,-1.587249995,0.708635289,,S3
10/19/2025,-0.333115214,-1.478540158,0.839085112,,S3
10/20/2025,0.217388846,-0.972480458,1.419186301,,S3
10/21/2025,0.072154234,-1.137094767,1.206098618,,S3
10/22/2025,-0.094019003,-1.360273456,1.055931936,,S3
10/23/2025,0.026794365,-1.136567955,1.313575028,,S3
10/24/2025,0.189148895,-0.951710762,1.391166576,,S3
9/24/2024,93.37093731,47.48737139,139.0309435,40.46017943,EC2
9/25/2024,99.17544949,53.69874311,141.4947287,207.1595158,EC2
9/26/2024,92.75068119,51.08715029,135.9250334,83.11151669,EC2
9/27/2024,97.58811787,54.19606857,141.7795535,99.24096462,EC2
9/28/2024,76.25489532,33.97649175,119.5781657,78.61829755,EC2
9/29/2024,75.03779059,31.06315274,119.3307703,84.48931988,EC2
9/30/2024,140.2259443,92.71729796,186.1352256,147.6169679,EC2
10/1/2024,75.63803502,32.56989311,123.0454948,154.271173,EC2
10/2/2024,82.39197115,40.33541169,126.215364,62.51679371,EC2
10/3/2024,77.19657489,31.46879551,118.6267177,60.15022498,EC2
10/4/2024,83.51708288,39.33588286,131.567039,59.25522145,EC2
10/5/2024,63.88832822,21.94202551,106.4680694,50.6454412,EC2
10/6/2024,64.55945997,18.18108055,110.6029156,78.45362397,EC2
10/7/2024,84.56335676,39.72435594,128.2008613,66.80938104,EC2
10/8/2024,69.31562822,23.27321825,115.1942105,42.41291564,EC2
10/9/2024,78.24366726,31.29549006,122.1628413,54.23298286,EC2
